FID,DPTO_CCDGO,MPIO_CCDGO,CPOB_CNMBR,CPOB_NANO,CPOB_CSMBL,latitude,longitude,DPNP,DPNP_Dbl,Desplazado,Refugiados,IDPs,TotalImpct
259,17,653,SALAMINA,2011,5,5.402601488630000,-75.487170955799996,17653,17653.000000000000000,2724.000000000000000,403.000000000000000,510.000000000000000,3637.000000000000000
260,17,272,FILADELFIA,2011,5,5.297350277770000,-75.562282237000005,17272,17272.000000000000000,703.000000000000000,219.000000000000000,21.000000000000000,943.000000000000000
261,17,388,LA MERCED,2011,5,5.394804559440000,-75.547348162999995,17388,17388.000000000000000,899.000000000000000,226.000000000000000,52.000000000000000,1177.000000000000000
262,17,442,MARMATO,2011,5,5.474553802130000,-75.600733497400000,17442,17442.000000000000000,449.000000000000000,101.000000000000000,2.000000000000000,552.000000000000000
263,17,486,NEIRA,2011,5,5.166415936330000,-75.519769322800002,17486,17486.000000000000000,1349.000000000000000,594.000000000000000,86.000000000000000,2029.000000000000000
264,17,446,MARULANDA,2011,5,5.284286046410000,-75.259835352899998,17446,17446.000000000000000,1367.000000000000000,94.000000000000000,486.000000000000000,1947.000000000000000
265,17,524,PALESTINA,2011,5,5.019116343570000,-75.621113394999995,17524,17524.000000000000000,800.000000000000000,742.000000000000000,27.000000000000000,1569.000000000000000
266,17,495,NORCASIA,2011,5,5.575276371960000,-74.889179624299999,17495,17495.000000000000000,971.000000000000000,1551.000000000000000,212.000000000000000,2734.000000000000000
267,17,513,PÁCORA,2011,5,5.528686895520000,-75.460008910100001,17513,17513.000000000000000,1321.000000000000000,167.000000000000000,196.000000000000000,1684.000000000000000
268,17,380,LA DORADA,2006,5,5.443899994080000,-74.674452152000001,17380,17380.000000000000000,3567.000000000000000,6229.000000000000000,73.000000000000000,9869.000000000000000
269,18,029,ALBANIA,2011,5,1.329033771980000,-75.878652214599995,18029,18029.000000000000000,4121.000000000000000,1315.000000000000000,856.000000000000000,6292.000000000000000
270,18,094,BELÉN DE LOS ANDAQUÍES,2011,5,1.420263193060000,-75.871502804299993,18094,18094.000000000000000,7204.000000000000000,3231.000000000000000,2255.000000000000000,12690.000000000000000
271,18,150,CARTAGENA DEL CHAIRÁ,2011,5,1.334346750570000,-74.844619613000006,18150,18150.000000000000000,30808.000000000000000,1804.000000000000000,11152.000000000000000,43764.000000000000000
272,18,753,SAN VICENTE DEL CAGUÁN,2011,5,2.113417738150000,-74.771959691700005,18753,18753.000000000000000,40436.000000000000000,3675.000000000000000,5397.000000000000000,49508.000000000000000
273,18,001,FLORENCIA,2011,5,1.617333949880000,-75.606890209100001,18001,18001.000000000000000,26683.000000000000000,109520.000000000000000,9243.000000000000000,145446.000000000000000
274,18,205,CURILLO,2011,5,1.033655294970000,-75.920354768699994,18205,18205.000000000000000,19480.000000000000000,2602.000000000000000,983.000000000000000,23065.000000000000000
275,18,247,EL DONCELLO,2011,5,1.679063506960000,-75.282837366199999,18247,18247.000000000000000,10990.000000000000000,4318.000000000000000,1284.000000000000000,16592.000000000000000
276,18,256,EL PAUJÍL,2011,5,1.570491136910000,-75.326745651500005,18256,18256.000000000000000,7774.000000000000000,5831.000000000000000,2898.000000000000000,16503.000000000000000
277,18,785,SOLITA,2011,5,0.872398243529000,-75.620131091800005,18785,18785.000000000000000,12511.000000000000000,2226.000000000000000,1212.000000000000000,15949.000000000000000
278,18,860,VALPARAÍSO,2011,5,1.197615251810000,-75.705366284999997,18860,18860.000000000000000,13666.000000000000000,1108.000000000000000,2887.000000000000000,17661.000000000000000
279,18,410,LA MONTAÑITA,2011,5,1.488330220850000,-75.436147033699996,18410,18410.000000000000000,19482.000000000000000,1664.000000000000000,5285.000000000000000,26431.000000000000000
280,18,460,MILÁN,2011,5,1.290644240430000,-75.507530310899995,18460,18460.000000000000000,14459.000000000000000,654.000000000000000,1762.000000000000000,16875.000000000000000
281,18,479,MORELIA,2011,5,1.487622285340000,-75.724540937000000,18479,18479.000000000000000,2549.000000000000000,1472.000000000000000,586.000000000000000,4607.000000000000000
282,18,592,PUERTO RICO,2011,5,1.910181456060000,-75.157856990200003,18592,18592.000000000000000,23396.000000000000000,5453.000000000000000,2780.000000000000000,31629.000000000000000
283,18,610,SAN JOSÉ DEL FRAGUA,2011,5,1.331725838380000,-75.973661854100001,18610,18610.000000000000000,14195.000000000000000,1789.000000000000000,2498.000000000000000,18482.000000000000000
284,18,756,SOLANO,2011,5,0.699161193491000,-75.253343897400001,18756,18756.000000000000000,13278.000000000000000,619.000000000000000,1017.000000000000000,14914.000000000000000
285,19,300,GUACHENÉ,2012,5,3.133469293010000,-76.393026338499993,19300,19300.000000000000000,157.000000000000000,331.000000000000000,6.000000000000000,494.000000000000000
286,19,533,PIAMONTE,2012,5,1.115676907970000,-76.326721388400003,19533,19533.000000000000000,8182.000000000000000,1302.000000000000000,573.000000000000000,10057.000000000000000
287,19,573,PUERTO TEJADA,2012,5,3.232659293150000,-76.417068365899993,19573,19573.000000000000000,1820.000000000000000,1067.000000000000000,53.000000000000000,2940.000000000000000
288,19,698,SANTANDER DE QUILICHAO,2008,5,3.011287967780000,-76.485345890399998,19698,19698.000000000000000,5681.000000000000000,17132.000000000000000,1333.000000000000000,24146.000000000000000
289,19,130,CAJIBÍO,2011,5,2.623031088550000,-76.570385641900003,19130,19130.000000000000000,11867.000000000000000,624.000000000000000,1013.000000000000000,13504.000000000000000
290,19,418,LÓPEZ,2011,5,2.845916625140000,-77.248277097100001,19418,19418.000000000000000,12377.000000000000000,631.000000000000000,8459.000000000000000,21467.000000000000000
291,19,517,BELALCÁZAR,2011,5,2.645311465020000,-75.971923564500003,19517,19517.000000000000000,4344.000000000000000,368.000000000000000,2211.000000000000000,6923.000000000000000
292,19,142,CALOTO,2011,5,3.033158362670000,-76.408484603999995,19142,19142.000000000000000,3405.000000000000000,1577.000000000000000,5654.000000000000000,10636.000000000000000
293,19,212,CORINTO,2011,5,3.174152097800000,-76.261056663000005,19212,19212.000000000000000,5611.000000000000000,1652.000000000000000,627.000000000000000,7890.000000000000000
294,19,455,MIRANDA,2011,5,3.251894066000000,-76.229670428000006,19455,19455.000000000000000,2696.000000000000000,1807.000000000000000,3882.000000000000000,8385.000000000000000
295,19,513,PADILLA,2011,5,3.223545918920000,-76.313509805799995,19513,19513.000000000000000,264.000000000000000,170.000000000000000,7.000000000000000,441.000000000000000
296,19,532,EL BORDO,2011,5,2.113081390720000,-76.985681817000000,19532,19532.000000000000000,12622.000000000000000,2821.000000000000000,906.000000000000000,16349.000000000000000
297,19,585,COCONUCO,2011,5,2.342595234090000,-76.496918046700003,19585,19585.000000000000000,1811.000000000000000,42.000000000000000,60.000000000000000,1913.000000000000000
298,19,290,FLORENCIA,2011,5,1.683035397880000,-77.072753760099999,19290,19290.000000000000000,1089.000000000000000,882.000000000000000,147.000000000000000,2118.000000000000000
299,19,743,SILVIA,2011,5,2.611053921750000,-76.382454122699997,19743,19743.000000000000000,1902.000000000000000,337.000000000000000,132.000000000000000,2371.000000000000000
300,19,807,TIMBÍO,2011,5,2.352227484720000,-76.682831260499995,19807,19807.000000000000000,4463.000000000000000,4360.000000000000000,638.000000000000000,9461.000000000000000
301,19,809,TIMBIQUÍ,2011,5,2.777273395400000,-77.668272544800004,19809,19809.000000000000000,7025.000000000000000,1598.000000000000000,12004.000000000000000,20627.000000000000000
302,19,821,TORIBÍO,2011,5,2.953701968880000,-76.270493020999993,19821,19821.000000000000000,6842.000000000000000,1867.000000000000000,6667.000000000000000,15376.000000000000000
303,19,824,TOTORÓ,2011,5,2.511197627100000,-76.398170550499998,19824,19824.000000000000000,2618.000000000000000,70.000000000000000,42.000000000000000,2730.000000000000000
304,19,760,PAISPAMBA,2011,5,2.253217202780000,-76.614170967500002,19760,19760.000000000000000,1894.000000000000000,195.000000000000000,39.000000000000000,2128.000000000000000
305,19,780,SUÁREZ,2011,5,2.954521811080000,-76.695080509500002,19780,19780.000000000000000,5908.000000000000000,1035.000000000000000,14585.000000000000000,21528.000000000000000
306,19,785,SUCRE,2011,5,2.038398196190000,-76.925305549399994,19785,19785.000000000000000,2877.000000000000000,463.000000000000000,48.000000000000000,3388.000000000000000
307,19,701,SANTA ROSA,2011,5,1.703025199560000,-76.573823421599997,19701,19701.000000000000000,5362.000000000000000,245.000000000000000,303.000000000000000,5910.000000000000000
308,19,845,VILLA RICA,2011,5,3.174922712610000,-76.461613713999995,19845,19845.000000000000000,246.000000000000000,856.000000000000000,10.000000000000000,1112.000000000000000
309,19,693,SAN SEBASTIÁN,2011,5,1.838678625720000,-76.769832520400001,19693,19693.000000000000000,3304.000000000000000,112.000000000000000,36.000000000000000,3452.000000000000000
310,19,110,BUENOS AIRES,2011,5,3.016024405220000,-76.642546403500006,19110,19110.000000000000000,12813.000000000000000,2172.000000000000000,5079.000000000000000,20064.000000000000000
311,19,137,CALDONO,2011,5,2.797508881130000,-76.484701816200001,19137,19137.000000000000000,2826.000000000000000,626.000000000000000,459.000000000000000,3911.000000000000000
312,19,256,EL TAMBO,2011,5,2.452235811500000,-76.810812308099997,19256,19256.000000000000000,28164.000000000000000,2116.000000000000000,4329.000000000000000,34609.000000000000000
313,19,318,GUAPÍ,2011,5,2.570692109620000,-77.885683238300004,19318,19318.000000000000000,7636.000000000000000,4674.000000000000000,9832.000000000000000,22142.000000000000000
314,19,450,MERCADERES,2011,5,1.791187749670000,-77.162571357199994,19450,19450.000000000000000,5918.000000000000000,3702.000000000000000,1242.000000000000000,10862.000000000000000
315,19,473,MORALES,2011,5,2.758064484580000,-76.630810878700004,19473,19473.000000000000000,3578.000000000000000,1569.000000000000000,5946.000000000000000,11093.000000000000000
316,19,548,PIENDAMÓ,2011,5,2.638574386920000,-76.528598033999998,19548,19548.000000000000000,1802.000000000000000,3186.000000000000000,218.000000000000000,5206.000000000000000
317,19,622,ROSAS,2011,5,2.261720052040000,-76.738879966699997,19622,19622.000000000000000,2854.000000000000000,1351.000000000000000,318.000000000000000,4523.000000000000000
318,19,355,INZÁ,2011,5,2.548738712850000,-76.065230593699994,19355,19355.000000000000000,2680.000000000000000,358.000000000000000,130.000000000000000,3168.000000000000000
319,19,022,ALMAGUER,2011,5,1.914277841950000,-76.854924441799994,19022,19022.000000000000000,4520.000000000000000,127.000000000000000,85.000000000000000,4732.000000000000000
320,19,364,JAMBALÓ,2011,5,2.777700218480000,-76.324462276500000,19364,19364.000000000000000,1279.000000000000000,45.000000000000000,2496.000000000000000,3820.000000000000000
321,19,392,LA SIERRA,2011,5,2.177041681710000,-76.763202259500005,19392,19392.000000000000000,3069.000000000000000,208.000000000000000,75.000000000000000,3352.000000000000000
322,19,050,ARGELIA,2011,5,2.255549566730000,-77.249075226399995,19050,19050.000000000000000,20828.000000000000000,366.000000000000000,3209.000000000000000,24403.000000000000000
323,19,075,BALBOA,2011,5,2.041393558500000,-77.216541210299994,19075,19075.000000000000000,9109.000000000000000,836.000000000000000,489.000000000000000,10434.000000000000000
324,19,397,LA VEGA,2011,5,2.004638390660000,-76.781503739200005,19397,19397.000000000000000,10550.000000000000000,310.000000000000000,190.000000000000000,11050.000000000000000
325,19,001,POPAYÁN,2011,5,2.447698553700000,-76.624469033200000,19001,19001.000000000000000,4522.000000000000000,110174.000000000000000,1450.000000000000000,116146.000000000000000
326,19,100,BOLÍVAR,2011,5,1.837562702980000,-76.966757199300005,19100,19100.000000000000000,16312.000000000000000,843.000000000000000,320.000000000000000,17475.000000000000000
327,20,011,AGUACHICA,2012,5,8.310120968370001,-73.601300448999993,20011,20011.000000000000000,12964.000000000000000,16171.000000000000000,4965.000000000000000,34100.000000000000000
328,20,013,AGUSTÍN CODAZZI,2012,5,10.040364554700000,-73.237431448699994,20013,20013.000000000000000,26044.000000000000000,8767.000000000000000,18249.000000000000000,53060.000000000000000
329,20,001,VALLEDUPAR,2011,5,10.461893398500001,-73.258517044399994,20001,20001.000000000000000,32436.000000000000000,83963.000000000000000,51286.000000000000000,167685.000000000000000
330,20,295,GAMARRA,2011,5,8.321520232239999,-73.743041258199995,20295,20295.000000000000000,1914.000000000000000,1238.000000000000000,67.000000000000000,3219.000000000000000
331,20,032,ASTREA,2011,5,9.496386257630000,-73.974719609800005,20032,20032.000000000000000,7418.000000000000000,1106.000000000000000,1117.000000000000000,9641.000000000000000
332,20,060,BOSCONIA,2011,5,9.974371994260000,-73.888041926000000,20060,20060.000000000000000,7381.000000000000000,11271.000000000000000,2526.000000000000000,21178.000000000000000
333,20,178,CHIRIGUANÁ,2011,5,9.361379420070000,-73.600913214900004,20178,20178.000000000000000,7772.000000000000000,3813.000000000000000,3804.000000000000000,15389.000000000000000
334,20,045,BECERRIL,2011,5,9.705162494920000,-73.279158781099994,20045,20045.000000000000000,8944.000000000000000,3160.000000000000000,6907.000000000000000,19011.000000000000000
335,20,175,CHIMICHAGUA,2011,5,9.257749905530000,-73.812795426199997,20175,20175.000000000000000,7720.000000000000000,2868.000000000000000,1236.000000000000000,11824.000000000000000
336,20,228,CURUMANÍ,2011,5,9.201043927980001,-73.541774653600001,20228,20228.000000000000000,18067.000000000000000,5168.000000000000000,8036.000000000000000,31271.000000000000000
337,20,250,EL PASO,2011,5,9.661878356540001,-73.746454312699996,20250,20250.000000000000000,5079.000000000000000,2635.000000000000000,305.000000000000000,8019.000000000000000
338,20,238,EL COPEY,2011,5,10.149132109300000,-73.961370250700000,20238,20238.000000000000000,18111.000000000000000,2306.000000000000000,6484.000000000000000,26901.000000000000000
339,20,443,MANAURE BALCÓN DEL CESAR,2011,5,10.390748315400000,-73.028834101100003,20443,20443.000000000000000,2269.000000000000000,3611.000000000000000,1500.000000000000000,7380.000000000000000
340,20,517,PAILITAS,2011,5,8.956042994660001,-73.625398791500004,20517,20517.000000000000000,10071.000000000000000,3876.000000000000000,6577.000000000000000,20524.000000000000000
341,20,310,GONZÁLEZ,2011,5,8.390101998050000,-73.380411210299997,20310,20310.000000000000000,448.000000000000000,599.000000000000000,78.000000000000000,1125.000000000000000
342,20,383,LA GLORIA,2011,5,8.618015129110001,-73.801111410499999,20383,20383.000000000000000,5432.000000000000000,1814.000000000000000,1010.000000000000000,8256.000000000000000
343,20,621,ROBLES,2011,5,10.386467793300000,-73.172691305200004,20621,20621.000000000000000,9099.000000000000000,5326.000000000000000,4088.000000000000000,18513.000000000000000
344,20,400,LA JAGUA DE IBIRICO,2011,5,9.562867056200000,-73.335551810699997,20400,20400.000000000000000,12302.000000000000000,2809.000000000000000,4915.000000000000000,20026.000000000000000
345,20,550,PELAYA,2011,5,8.687890965399999,-73.665912970099996,20550,20550.000000000000000,8414.000000000000000,3585.000000000000000,3853.000000000000000,15852.000000000000000
346,20,570,PUEBLO BELLO,2011,5,10.414968792900000,-73.587005944500007,20570,20570.000000000000000,8159.000000000000000,1752.000000000000000,4549.000000000000000,14460.000000000000000
347,20,614,RÍO DE ORO,2011,5,8.292019631750000,-73.386578591599999,20614,20614.000000000000000,1345.000000000000000,1024.000000000000000,434.000000000000000,2803.000000000000000
348,20,710,SAN ALBERTO,2011,5,7.761547319080000,-73.394057317999994,20710,20710.000000000000000,7532.000000000000000,1879.000000000000000,476.000000000000000,9887.000000000000000
349,20,750,SAN DIEGO,2011,5,10.333692778300000,-73.180728795600004,20750,20750.000000000000000,8597.000000000000000,4475.000000000000000,6875.000000000000000,19947.000000000000000
350,20,770,SAN MARTÍN,2011,5,8.004397720480000,-73.512983275500005,20770,20770.000000000000000,3732.000000000000000,2910.000000000000000,907.000000000000000,7549.000000000000000
351,20,787,TAMALAMEQUE,2011,5,8.862392300340000,-73.811850169300001,20787,20787.000000000000000,2434.000000000000000,1469.000000000000000,257.000000000000000,4160.000000000000000
352,23,001,MONTERÍA,2010,5,8.746422582899999,-75.876634649500005,23001,23001.000000000000000,14282.000000000000000,89511.000000000000000,19567.000000000000000,123360.000000000000000
353,23,162,CERETÉ,2006,5,8.886661553200000,-75.791881862500006,23162,23162.000000000000000,1369.000000000000000,7471.000000000000000,51.000000000000000,8891.000000000000000
354,23,417,SANTA CRUZ DE LORICA,2012,5,9.240368099790000,-75.816889544399999,23417,23417.000000000000000,4073.000000000000000,4022.000000000000000,127.000000000000000,8222.000000000000000
355,23,555,PLANETA RICA,2006,5,8.409121495130000,-75.584096562200003,23555,23555.000000000000000,6754.000000000000000,10144.000000000000000,1288.000000000000000,18186.000000000000000
356,23,660,SAHAGÚN,2006,5,8.943647549690001,-75.445219832800007,23660,23660.000000000000000,1883.000000000000000,4796.000000000000000,150.000000000000000,6829.000000000000000
357,23,574,PUERTO ESCONDIDO,2011,5,9.003544113509999,-76.261589854199997,23574,23574.000000000000000,2334.000000000000000,2525.000000000000000,57.000000000000000,4916.000000000000000
358,23,570,PUEBLO NUEVO,2011,5,8.502655643500001,-75.508177552000006,23570,23570.000000000000000,3379.000000000000000,2126.000000000000000,1553.000000000000000,7058.000000000000000
359,23,580,PUERTO LIBERTADOR,2011,5,7.889279213920000,-75.672022287000004,23580,23580.000000000000000,17947.000000000000000,7023.000000000000000,24977.000000000000000,49947.000000000000000
360,23,586,PURÍSIMA DE LA CONCEPCIÓN,2011,5,9.238103417930001,-75.722621117499997,23586,23586.000000000000000,354.000000000000000,864.000000000000000,12.000000000000000,1230.000000000000000
361,23,300,COTORRA,2011,5,9.038770243300000,-75.790476295000005,23300,23300.000000000000000,271.000000000000000,1840.000000000000000,12.000000000000000,2123.000000000000000
362,23,350,LA APARTADA Y LA FRONTERA,2011,5,8.044359313399999,-75.333815296500006,23350,23350.000000000000000,1878.000000000000000,3477.000000000000000,346.000000000000000,5701.000000000000000
363,23,079,BUENAVISTA,2011,5,8.223053311399999,-75.482986105500004,23079,23079.000000000000000,3370.000000000000000,1957.000000000000000,433.000000000000000,5760.000000000000000
364,23,670,SAN ANDRÉS DE SOTAVENTO,2011,5,9.145220079560000,-75.508697971999993,23670,23670.000000000000000,3554.000000000000000,2395.000000000000000,83.000000000000000,6032.000000000000000
365,23,090,CANALETE URBANO,2011,5,8.787600917490000,-76.240753260399998,23090,23090.000000000000000,6097.000000000000000,1977.000000000000000,616.000000000000000,8690.000000000000000
366,23,672,SAN ANTERO,2011,5,9.370932545300001,-75.762201966999996,23672,23672.000000000000000,1158.000000000000000,729.000000000000000,28.000000000000000,1915.000000000000000
367,23,675,SAN BERNARDO DEL VIENTO,2011,5,9.353877993470000,-75.954044490399994,23675,23675.000000000000000,3384.000000000000000,1654.000000000000000,76.000000000000000,5114.000000000000000
368,23,168,CHIMÁ,2011,5,9.149432631000000,-75.627880356700004,23168,23168.000000000000000,449.000000000000000,400.000000000000000,59.000000000000000,908.000000000000000
369,23,419,LOS CÓRDOBAS,2011,5,8.895108780839999,-76.354709991999997,23419,23419.000000000000000,2966.000000000000000,4064.000000000000000,211.000000000000000,7241.000000000000000
370,23,466,MONTELÍBANO,2011,5,7.977922227380000,-75.418483596100003,23466,23466.000000000000000,21646.000000000000000,14794.000000000000000,20362.000000000000000,56802.000000000000000
371,23,678,SAN CARLOS,2011,5,8.799219106180001,-75.699028755000001,23678,23678.000000000000000,880.000000000000000,1724.000000000000000,176.000000000000000,2780.000000000000000
372,23,682,SAN JOSÉ DE URÉ,2011,5,7.786983639460000,-75.534854988899994,23682,23682.000000000000000,1696.000000000000000,1574.000000000000000,3525.000000000000000,6795.000000000000000
373,23,182,CHINÚ,2011,5,9.106070218290000,-75.400638248899995,23182,23182.000000000000000,1417.000000000000000,2003.000000000000000,500.000000000000000,3920.000000000000000
374,23,500,MOÑITOS,2011,5,9.246382083460000,-76.129680728799997,23500,23500.000000000000000,2797.000000000000000,2442.000000000000000,326.000000000000000,5565.000000000000000
375,23,686,SAN PELAYO,2011,5,8.956667286560000,-75.835268398500006,23686,23686.000000000000000,1366.000000000000000,4364.000000000000000,755.000000000000000,6485.000000000000000
376,23,807,TIERRALTA,2011,5,8.172246547910000,-76.062316628000005,23807,23807.000000000000000,70061.000000000000000,7034.000000000000000,35171.000000000000000,112266.000000000000000
377,23,815,TUCHÍN,2011,5,9.186539188379999,-75.555146962600006,23815,23815.000000000000000,571.000000000000000,883.000000000000000,63.000000000000000,1517.000000000000000
378,23,464,MOMIL,2011,5,9.240021569110001,-75.676672983700001,23464,23464.000000000000000,619.000000000000000,774.000000000000000,20.000000000000000,1413.000000000000000
379,23,855,VALENCIA,2011,5,8.257266173830001,-76.149909009500007,23855,23855.000000000000000,19769.000000000000000,8925.000000000000000,15405.000000000000000,44099.000000000000000
380,23,068,AYAPEL,2011,5,8.311131961439999,-75.147011637999995,23068,23068.000000000000000,6485.000000000000000,3160.000000000000000,1383.000000000000000,11028.000000000000000
381,23,189,CIÉNAGA DE ORO,2011,5,8.878176595070000,-75.622109338499996,23189,23189.000000000000000,1158.000000000000000,1797.000000000000000,33.000000000000000,2988.000000000000000
382,25,175,CHÍA,2012,5,4.865497867310000,-74.049576211800002,25175,25175.000000000000000,96.000000000000000,2892.000000000000000,5.000000000000000,2993.000000000000000
383,25,269,FACATATIVÁ,2012,5,4.812242014280000,-74.351014692400000,25269,25269.000000000000000,283.000000000000000,6271.000000000000000,63.000000000000000,6617.000000000000000
384,25,290,FUSAGASUGÁ,2008,5,4.337748140700000,-74.366367970699997,25290,25290.000000000000000,1773.000000000000000,10270.000000000000000,402.000000000000000,12445.000000000000000
385,25,430,MADRID,2012,5,4.732845203830000,-74.266755452500007,25430,25430.000000000000000,85.000000000000000,2517.000000000000000,10.000000000000000,2612.000000000000000
386,25,473,MOSQUERA,2012,5,4.712428534720000,-74.227643057300000,25473,25473.000000000000000,110.000000000000000,2857.000000000000000,1.000000000000000,2968.000000000000000
387,25,754,SOACHA,2008,5,4.576528855140000,-74.215511097399997,25754,25754.000000000000000,2702.000000000000000,55044.000000000000000,607.000000000000000,58353.000000000000000
388,25,805,TIBACUY,2011,5,4.347746148070000,-74.452728317300000,25805,25805.000000000000000,1321.000000000000000,310.000000000000000,100.000000000000000,1731.000000000000000
389,25,740,SIBATÉ,2011,5,4.487871343020000,-74.258749390999995,25740,25740.000000000000000,243.000000000000000,1163.000000000000000,12.000000000000000,1418.000000000000000
390,25,823,TOPAIPÍ,2011,5,5.335817873990000,-74.301875717499996,25823,25823.000000000000000,2246.000000000000000,176.000000000000000,658.000000000000000,3080.000000000000000
391,25,839,UBALÁ,2011,5,4.748177193680000,-73.532306767199998,25839,25839.000000000000000,830.000000000000000,129.000000000000000,56.000000000000000,1015.000000000000000
392,25,815,TOCAIMA,2011,5,4.460518509640000,-74.637079807700005,25815,25815.000000000000000,604.000000000000000,281.000000000000000,17.000000000000000,902.000000000000000
393,25,843,VILLA DE SAN DIEGO DE UBATÉ,2011,5,5.307474366450000,-73.814452978500000,25843,25843.000000000000000,88.000000000000000,892.000000000000000,4.000000000000000,984.000000000000000
394,25,845,UNE,2011,5,4.402603758450000,-74.025207067899998,25845,25845.000000000000000,267.000000000000000,131.000000000000000,126.000000000000000,524.000000000000000
395,25,862,VERGARA,2011,5,5.118120630490000,-74.345467807000006,25862,25862.000000000000000,888.000000000000000,325.000000000000000,122.000000000000000,1335.000000000000000
396,25,867,VIANÍ,2011,5,4.875244110090000,-74.561487345399996,25867,25867.000000000000000,579.000000000000000,92.000000000000000,13.000000000000000,684.000000000000000
397,25,851,ÚTICA,2011,5,5.189008400540000,-74.483057120500007,25851,25851.000000000000000,545.000000000000000,572.000000000000000,115.000000000000000,1232.000000000000000
398,25,875,VILLETA,2011,5,5.009428329970000,-74.472893319299999,25875,25875.000000000000000,1003.000000000000000,645.000000000000000,59.000000000000000,1707.000000000000000
399,25,871,VILLAGÓMEZ,2011,5,5.273183039520000,-74.195164654400003,25871,25871.000000000000000,423.000000000000000,36.000000000000000,89.000000000000000,548.000000000000000
400,25,873,VILLAPINZÓN,2011,5,5.214812630340000,-73.596813596600001,25873,25873.000000000000000,242.000000000000000,57.000000000000000,476.000000000000000,775.000000000000000
401,25,878,VIOTÁ,2011,5,4.440501767350000,-74.522956381800000,25878,25878.000000000000000,6623.000000000000000,982.000000000000000,5128.000000000000000,12733.000000000000000
402,25,885,YACOPÍ,2011,5,5.459539929250000,-74.338426636899996,25885,25885.000000000000000,5023.000000000000000,645.000000000000000,657.000000000000000,6325.000000000000000
403,25,777,SUPATÁ,2011,5,5.061812240030000,-74.235835807800001,25777,25777.000000000000000,96.000000000000000,36.000000000000000,5.000000000000000,137.000000000000000
404,25,019,ALBÁN,2011,5,4.877954801180000,-74.438300552000001,25019,25019.000000000000000,591.000000000000000,307.000000000000000,112.000000000000000,1010.000000000000000
405,25,053,ARBELÁEZ,2011,5,4.272628624890000,-74.414726611700004,25053,25053.000000000000000,914.000000000000000,444.000000000000000,111.000000000000000,1469.000000000000000
406,25,099,BOJACÁ,2011,5,4.741486256930000,-74.347563116700002,25099,25099.000000000000000,67.000000000000000,226.000000000000000,5.000000000000000,298.000000000000000
407,25,120,CABRERA,2011,5,3.984828480500000,-74.484283763099995,25120,25120.000000000000000,1869.000000000000000,453.000000000000000,59.000000000000000,2381.000000000000000
408,25,123,CACHIPAY,2011,5,4.730928907130000,-74.435952660300003,25123,25123.000000000000000,184.000000000000000,323.000000000000000,4.000000000000000,511.000000000000000
409,25,126,CAJICÁ,2011,5,4.920280962130000,-74.023127052500001,25126,25126.000000000000000,79.000000000000000,1117.000000000000000,20.000000000000000,1216.000000000000000
410,25,148,CAPARRAPÍ,2011,5,5.348139073160000,-74.490967716100002,25148,25148.000000000000000,4832.000000000000000,781.000000000000000,1224.000000000000000,6837.000000000000000
411,25,040,ANOLAIMA,2011,5,4.761661167860000,-74.463780650199993,25040,25040.000000000000000,459.000000000000000,425.000000000000000,16.000000000000000,900.000000000000000
412,25,151,CÁQUEZA,2011,5,4.403665469260000,-73.946573917699993,25151,25151.000000000000000,255.000000000000000,290.000000000000000,13.000000000000000,558.000000000000000
413,25,095,BITUIMA,2011,5,4.872035677590000,-74.539697020700004,25095,25095.000000000000000,302.000000000000000,38.000000000000000,2.000000000000000,342.000000000000000
414,25,178,CHIPAQUE,2011,5,4.442530706690000,-74.044598173599994,25178,25178.000000000000000,205.000000000000000,117.000000000000000,15.000000000000000,337.000000000000000
415,25,181,CHOACHÍ,2011,5,4.528355877040000,-73.922674914500007,25181,25181.000000000000000,77.000000000000000,186.000000000000000,5.000000000000000,268.000000000000000
416,25,245,EL COLEGIO,2011,5,4.579145661840000,-74.442628553999995,25245,25245.000000000000000,1074.000000000000000,997.000000000000000,27.000000000000000,2098.000000000000000
417,25,260,EL ROSAL,2011,5,4.852394553760000,-74.261923175600003,25260,25260.000000000000000,37.000000000000000,1051.000000000000000,3.000000000000000,1091.000000000000000
418,25,168,CHAGUANÍ,2011,5,4.948747104680000,-74.593817850500002,25168,25168.000000000000000,1095.000000000000000,112.000000000000000,256.000000000000000,1463.000000000000000
419,25,320,GUADUAS,2011,5,5.072489993680000,-74.603414551000000,25320,25320.000000000000000,1602.000000000000000,1436.000000000000000,322.000000000000000,3360.000000000000000
420,25,258,EL PEÑÓN,2011,5,5.248791405510000,-74.290333159300005,25258,25258.000000000000000,1919.000000000000000,112.000000000000000,831.000000000000000,2862.000000000000000
421,25,386,LA MESA,2011,5,4.631284917490000,-74.461260492700006,25386,25386.000000000000000,785.000000000000000,1280.000000000000000,23.000000000000000,2088.000000000000000
422,25,279,FÓMEQUE,2011,5,4.485726171910000,-73.892909629499997,25279,25279.000000000000000,201.000000000000000,145.000000000000000,5.000000000000000,351.000000000000000
423,25,295,GACHANCIPÁ,2011,5,4.991050375010000,-73.872917556100006,25295,25295.000000000000000,3.000000000000000,424.000000000000000,10.000000000000000,437.000000000000000
424,25,297,GACHETÁ,2011,5,4.816221943710000,-73.636237526000002,25297,25297.000000000000000,423.000000000000000,173.000000000000000,32.000000000000000,628.000000000000000
